subscriber_id,tier,acquisition_segment,engagement_segment,monetization_segment,composite_key
SUB000542,annual,habitual_streamers,ad_free_loyalists,value_perception_buyers,habitual_streamers|ad_free_loyalists|value_perception_buyers
SUB000543,ad_supported,dormant_subscribers,ad_free_loyalists,value_perception_buyers,dormant_subscribers|ad_free_loyalists|value_perception_buyers
SUB000544,ad_supported,promo_only_users,ad_free_loyalists,platform_bundled_acquirers,promo_only_users|ad_free_loyalists|platform_bundled_acquirers
SUB000545,annual,dormant_subscribers,price_triggered_downgraders,platform_bundled_acquirers,dormant_subscribers|price_triggered_downgraders|platform_bundled_acquirers
SUB000546,ad_free,habitual_streamers,tvod_inclined_buyers,value_perception_buyers,habitual_streamers|tvod_inclined_buyers|value_perception_buyers
SUB000547,ad_supported,at_risk_lapsers,price_triggered_downgraders,platform_bundled_acquirers,at_risk_lapsers|price_triggered_downgraders|platform_bundled_acquirers
SUB000548,ad_supported,at_risk_lapsers,ad_tolerant_upgraders,value_perception_buyers,at_risk_lapsers|ad_tolerant_upgraders|value_perception_buyers
SUB000549,ad_free,habitual_streamers,ad_tolerant_upgraders,platform_bundled_acquirers,habitual_streamers|ad_tolerant_upgraders|platform_bundled_acquirers
SUB000550,annual,habitual_streamers,ad_tolerant_upgraders,value_perception_buyers,habitual_streamers|ad_tolerant_upgraders|value_perception_buyers
SUB000551,ad_free,promo_only_users,price_triggered_downgraders,tvod_to_svod_converters,promo_only_users|price_triggered_downgraders|tvod_to_svod_converters
SUB000552,ad_supported,at_risk_lapsers,tvod_inclined_buyers,value_perception_buyers,at_risk_lapsers|tvod_inclined_buyers|value_perception_buyers
SUB000553,annual,at_risk_lapsers,ad_value_seekers,value_perception_buyers,at_risk_lapsers|ad_value_seekers|value_perception_buyers
SUB000554,ad_supported,content_anchored_viewers,ad_value_seekers,content_triggered_buyers,content_anchored_viewers|ad_value_seekers|content_triggered_buyers
SUB000555,ad_free,dormant_subscribers,ad_free_loyalists,platform_bundled_acquirers,dormant_subscribers|ad_free_loyalists|platform_bundled_acquirers
SUB000556,ad_supported,dormant_subscribers,ad_free_loyalists,tvod_to_svod_converters,dormant_subscribers|ad_free_loyalists|tvod_to_svod_converters
SUB000557,ad_free,dormant_subscribers,price_triggered_downgraders,value_perception_buyers,dormant_subscribers|price_triggered_downgraders|value_perception_buyers
SUB000558,ad_supported,dormant_subscribers,ad_free_loyalists,platform_bundled_acquirers,dormant_subscribers|ad_free_loyalists|platform_bundled_acquirers
SUB000559,ad_free,promo_only_users,tvod_inclined_buyers,tvod_to_svod_converters,promo_only_users|tvod_inclined_buyers|tvod_to_svod_converters
SUB000560,ad_free,dormant_subscribers,ad_tolerant_upgraders,tvod_to_svod_converters,dormant_subscribers|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000561,ad_supported,at_risk_lapsers,price_triggered_downgraders,value_perception_buyers,at_risk_lapsers|price_triggered_downgraders|value_perception_buyers
SUB000562,ad_supported,habitual_streamers,ad_value_seekers,tvod_to_svod_converters,habitual_streamers|ad_value_seekers|tvod_to_svod_converters
SUB000563,annual,habitual_streamers,tvod_inclined_buyers,tvod_to_svod_converters,habitual_streamers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000564,ad_free,habitual_streamers,tvod_inclined_buyers,deal_responsive_acquirers,habitual_streamers|tvod_inclined_buyers|deal_responsive_acquirers
SUB000565,ad_supported,habitual_streamers,price_triggered_downgraders,platform_bundled_acquirers,habitual_streamers|price_triggered_downgraders|platform_bundled_acquirers
SUB000566,annual,content_anchored_viewers,ad_tolerant_upgraders,platform_bundled_acquirers,content_anchored_viewers|ad_tolerant_upgraders|platform_bundled_acquirers
SUB000567,ad_free,content_anchored_viewers,ad_free_loyalists,value_perception_buyers,content_anchored_viewers|ad_free_loyalists|value_perception_buyers
SUB000568,ad_supported,promo_only_users,price_triggered_downgraders,tvod_to_svod_converters,promo_only_users|price_triggered_downgraders|tvod_to_svod_converters
SUB000569,ad_free,habitual_streamers,ad_tolerant_upgraders,content_triggered_buyers,habitual_streamers|ad_tolerant_upgraders|content_triggered_buyers
SUB000570,annual,habitual_streamers,ad_free_loyalists,deal_responsive_acquirers,habitual_streamers|ad_free_loyalists|deal_responsive_acquirers
SUB000571,annual,content_anchored_viewers,ad_tolerant_upgraders,tvod_to_svod_converters,content_anchored_viewers|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000572,ad_free,promo_only_users,ad_free_loyalists,value_perception_buyers,promo_only_users|ad_free_loyalists|value_perception_buyers
SUB000573,ad_free,at_risk_lapsers,ad_free_loyalists,deal_responsive_acquirers,at_risk_lapsers|ad_free_loyalists|deal_responsive_acquirers
SUB000574,ad_free,dormant_subscribers,price_triggered_downgraders,platform_bundled_acquirers,dormant_subscribers|price_triggered_downgraders|platform_bundled_acquirers
SUB000575,annual,at_risk_lapsers,ad_value_seekers,deal_responsive_acquirers,at_risk_lapsers|ad_value_seekers|deal_responsive_acquirers
SUB000576,ad_supported,promo_only_users,ad_free_loyalists,platform_bundled_acquirers,promo_only_users|ad_free_loyalists|platform_bundled_acquirers
SUB000577,ad_supported,at_risk_lapsers,ad_value_seekers,content_triggered_buyers,at_risk_lapsers|ad_value_seekers|content_triggered_buyers
SUB000578,annual,habitual_streamers,ad_value_seekers,deal_responsive_acquirers,habitual_streamers|ad_value_seekers|deal_responsive_acquirers
SUB000579,annual,dormant_subscribers,ad_tolerant_upgraders,deal_responsive_acquirers,dormant_subscribers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000580,annual,content_anchored_viewers,ad_value_seekers,deal_responsive_acquirers,content_anchored_viewers|ad_value_seekers|deal_responsive_acquirers
SUB000581,annual,promo_only_users,price_triggered_downgraders,content_triggered_buyers,promo_only_users|price_triggered_downgraders|content_triggered_buyers
SUB000582,ad_free,habitual_streamers,ad_free_loyalists,platform_bundled_acquirers,habitual_streamers|ad_free_loyalists|platform_bundled_acquirers
SUB000583,ad_free,dormant_subscribers,ad_free_loyalists,content_triggered_buyers,dormant_subscribers|ad_free_loyalists|content_triggered_buyers
SUB000584,ad_free,content_anchored_viewers,ad_tolerant_upgraders,deal_responsive_acquirers,content_anchored_viewers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000585,ad_free,dormant_subscribers,ad_value_seekers,deal_responsive_acquirers,dormant_subscribers|ad_value_seekers|deal_responsive_acquirers
SUB000586,annual,habitual_streamers,ad_value_seekers,deal_responsive_acquirers,habitual_streamers|ad_value_seekers|deal_responsive_acquirers
SUB000587,ad_free,content_anchored_viewers,ad_tolerant_upgraders,value_perception_buyers,content_anchored_viewers|ad_tolerant_upgraders|value_perception_buyers
SUB000588,annual,dormant_subscribers,tvod_inclined_buyers,tvod_to_svod_converters,dormant_subscribers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000589,ad_free,at_risk_lapsers,tvod_inclined_buyers,platform_bundled_acquirers,at_risk_lapsers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000590,ad_free,promo_only_users,tvod_inclined_buyers,content_triggered_buyers,promo_only_users|tvod_inclined_buyers|content_triggered_buyers
SUB000591,annual,habitual_streamers,price_triggered_downgraders,value_perception_buyers,habitual_streamers|price_triggered_downgraders|value_perception_buyers
SUB000592,ad_supported,dormant_subscribers,ad_value_seekers,platform_bundled_acquirers,dormant_subscribers|ad_value_seekers|platform_bundled_acquirers
SUB000593,ad_supported,habitual_streamers,ad_value_seekers,tvod_to_svod_converters,habitual_streamers|ad_value_seekers|tvod_to_svod_converters
SUB000594,ad_supported,promo_only_users,ad_value_seekers,tvod_to_svod_converters,promo_only_users|ad_value_seekers|tvod_to_svod_converters
SUB000595,annual,at_risk_lapsers,ad_tolerant_upgraders,platform_bundled_acquirers,at_risk_lapsers|ad_tolerant_upgraders|platform_bundled_acquirers
SUB000596,ad_free,promo_only_users,ad_tolerant_upgraders,content_triggered_buyers,promo_only_users|ad_tolerant_upgraders|content_triggered_buyers
SUB000597,ad_supported,dormant_subscribers,ad_tolerant_upgraders,tvod_to_svod_converters,dormant_subscribers|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000598,ad_free,at_risk_lapsers,ad_value_seekers,deal_responsive_acquirers,at_risk_lapsers|ad_value_seekers|deal_responsive_acquirers
SUB000599,ad_free,content_anchored_viewers,tvod_inclined_buyers,platform_bundled_acquirers,content_anchored_viewers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000600,ad_supported,content_anchored_viewers,ad_value_seekers,deal_responsive_acquirers,content_anchored_viewers|ad_value_seekers|deal_responsive_acquirers
SUB000601,annual,dormant_subscribers,price_triggered_downgraders,value_perception_buyers,dormant_subscribers|price_triggered_downgraders|value_perception_buyers
SUB000602,ad_supported,content_anchored_viewers,ad_free_loyalists,deal_responsive_acquirers,content_anchored_viewers|ad_free_loyalists|deal_responsive_acquirers
SUB000603,ad_free,dormant_subscribers,ad_free_loyalists,platform_bundled_acquirers,dormant_subscribers|ad_free_loyalists|platform_bundled_acquirers
SUB000604,annual,habitual_streamers,tvod_inclined_buyers,value_perception_buyers,habitual_streamers|tvod_inclined_buyers|value_perception_buyers
SUB000605,ad_supported,at_risk_lapsers,ad_free_loyalists,deal_responsive_acquirers,at_risk_lapsers|ad_free_loyalists|deal_responsive_acquirers
SUB000606,ad_free,habitual_streamers,ad_value_seekers,content_triggered_buyers,habitual_streamers|ad_value_seekers|content_triggered_buyers
SUB000607,ad_free,dormant_subscribers,price_triggered_downgraders,content_triggered_buyers,dormant_subscribers|price_triggered_downgraders|content_triggered_buyers
SUB000608,ad_free,content_anchored_viewers,ad_value_seekers,content_triggered_buyers,content_anchored_viewers|ad_value_seekers|content_triggered_buyers
SUB000609,ad_supported,dormant_subscribers,ad_value_seekers,content_triggered_buyers,dormant_subscribers|ad_value_seekers|content_triggered_buyers
SUB000610,annual,content_anchored_viewers,price_triggered_downgraders,tvod_to_svod_converters,content_anchored_viewers|price_triggered_downgraders|tvod_to_svod_converters
SUB000611,ad_free,promo_only_users,ad_tolerant_upgraders,value_perception_buyers,promo_only_users|ad_tolerant_upgraders|value_perception_buyers
SUB000612,ad_supported,habitual_streamers,ad_tolerant_upgraders,tvod_to_svod_converters,habitual_streamers|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000613,ad_supported,at_risk_lapsers,ad_tolerant_upgraders,content_triggered_buyers,at_risk_lapsers|ad_tolerant_upgraders|content_triggered_buyers
SUB000614,ad_free,promo_only_users,tvod_inclined_buyers,platform_bundled_acquirers,promo_only_users|tvod_inclined_buyers|platform_bundled_acquirers
SUB000615,annual,habitual_streamers,ad_value_seekers,platform_bundled_acquirers,habitual_streamers|ad_value_seekers|platform_bundled_acquirers
SUB000616,annual,at_risk_lapsers,tvod_inclined_buyers,platform_bundled_acquirers,at_risk_lapsers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000617,annual,dormant_subscribers,price_triggered_downgraders,deal_responsive_acquirers,dormant_subscribers|price_triggered_downgraders|deal_responsive_acquirers
SUB000618,ad_free,dormant_subscribers,tvod_inclined_buyers,content_triggered_buyers,dormant_subscribers|tvod_inclined_buyers|content_triggered_buyers
SUB000619,ad_free,dormant_subscribers,price_triggered_downgraders,platform_bundled_acquirers,dormant_subscribers|price_triggered_downgraders|platform_bundled_acquirers
SUB000620,annual,promo_only_users,tvod_inclined_buyers,content_triggered_buyers,promo_only_users|tvod_inclined_buyers|content_triggered_buyers
SUB000621,ad_supported,promo_only_users,ad_tolerant_upgraders,value_perception_buyers,promo_only_users|ad_tolerant_upgraders|value_perception_buyers
SUB000622,ad_free,promo_only_users,ad_tolerant_upgraders,deal_responsive_acquirers,promo_only_users|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000623,annual,dormant_subscribers,price_triggered_downgraders,tvod_to_svod_converters,dormant_subscribers|price_triggered_downgraders|tvod_to_svod_converters
SUB000624,annual,at_risk_lapsers,price_triggered_downgraders,deal_responsive_acquirers,at_risk_lapsers|price_triggered_downgraders|deal_responsive_acquirers
SUB000625,ad_supported,promo_only_users,ad_tolerant_upgraders,tvod_to_svod_converters,promo_only_users|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000626,ad_free,habitual_streamers,ad_free_loyalists,deal_responsive_acquirers,habitual_streamers|ad_free_loyalists|deal_responsive_acquirers
SUB000627,ad_free,content_anchored_viewers,ad_free_loyalists,content_triggered_buyers,content_anchored_viewers|ad_free_loyalists|content_triggered_buyers
SUB000628,ad_free,at_risk_lapsers,tvod_inclined_buyers,platform_bundled_acquirers,at_risk_lapsers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000629,ad_free,content_anchored_viewers,ad_free_loyalists,content_triggered_buyers,content_anchored_viewers|ad_free_loyalists|content_triggered_buyers
SUB000630,ad_free,promo_only_users,ad_value_seekers,platform_bundled_acquirers,promo_only_users|ad_value_seekers|platform_bundled_acquirers
SUB000631,ad_supported,at_risk_lapsers,tvod_inclined_buyers,value_perception_buyers,at_risk_lapsers|tvod_inclined_buyers|value_perception_buyers
SUB000632,ad_supported,habitual_streamers,tvod_inclined_buyers,content_triggered_buyers,habitual_streamers|tvod_inclined_buyers|content_triggered_buyers
SUB000633,ad_supported,habitual_streamers,ad_tolerant_upgraders,platform_bundled_acquirers,habitual_streamers|ad_tolerant_upgraders|platform_bundled_acquirers
SUB000634,ad_supported,dormant_subscribers,ad_value_seekers,platform_bundled_acquirers,dormant_subscribers|ad_value_seekers|platform_bundled_acquirers
SUB000635,ad_free,promo_only_users,ad_value_seekers,platform_bundled_acquirers,promo_only_users|ad_value_seekers|platform_bundled_acquirers
SUB000636,annual,promo_only_users,ad_tolerant_upgraders,deal_responsive_acquirers,promo_only_users|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000637,ad_free,promo_only_users,tvod_inclined_buyers,content_triggered_buyers,promo_only_users|tvod_inclined_buyers|content_triggered_buyers
SUB000638,annual,dormant_subscribers,ad_tolerant_upgraders,deal_responsive_acquirers,dormant_subscribers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000639,ad_free,promo_only_users,ad_tolerant_upgraders,tvod_to_svod_converters,promo_only_users|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000640,ad_supported,content_anchored_viewers,ad_free_loyalists,deal_responsive_acquirers,content_anchored_viewers|ad_free_loyalists|deal_responsive_acquirers
SUB000641,annual,habitual_streamers,ad_value_seekers,value_perception_buyers,habitual_streamers|ad_value_seekers|value_perception_buyers
SUB000642,annual,dormant_subscribers,tvod_inclined_buyers,platform_bundled_acquirers,dormant_subscribers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000643,annual,dormant_subscribers,tvod_inclined_buyers,tvod_to_svod_converters,dormant_subscribers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000644,ad_supported,content_anchored_viewers,price_triggered_downgraders,platform_bundled_acquirers,content_anchored_viewers|price_triggered_downgraders|platform_bundled_acquirers
SUB000645,annual,habitual_streamers,price_triggered_downgraders,platform_bundled_acquirers,habitual_streamers|price_triggered_downgraders|platform_bundled_acquirers
SUB000646,ad_supported,content_anchored_viewers,ad_free_loyalists,deal_responsive_acquirers,content_anchored_viewers|ad_free_loyalists|deal_responsive_acquirers
SUB000647,ad_free,habitual_streamers,ad_free_loyalists,platform_bundled_acquirers,habitual_streamers|ad_free_loyalists|platform_bundled_acquirers
SUB000648,ad_supported,at_risk_lapsers,ad_free_loyalists,value_perception_buyers,at_risk_lapsers|ad_free_loyalists|value_perception_buyers
SUB000649,ad_free,dormant_subscribers,ad_value_seekers,tvod_to_svod_converters,dormant_subscribers|ad_value_seekers|tvod_to_svod_converters
SUB000650,ad_free,habitual_streamers,price_triggered_downgraders,content_triggered_buyers,habitual_streamers|price_triggered_downgraders|content_triggered_buyers
SUB000651,annual,promo_only_users,ad_value_seekers,deal_responsive_acquirers,promo_only_users|ad_value_seekers|deal_responsive_acquirers
SUB000652,ad_supported,content_anchored_viewers,price_triggered_downgraders,platform_bundled_acquirers,content_anchored_viewers|price_triggered_downgraders|platform_bundled_acquirers
SUB000653,annual,at_risk_lapsers,tvod_inclined_buyers,platform_bundled_acquirers,at_risk_lapsers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000654,ad_supported,habitual_streamers,tvod_inclined_buyers,tvod_to_svod_converters,habitual_streamers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000655,ad_free,habitual_streamers,ad_free_loyalists,tvod_to_svod_converters,habitual_streamers|ad_free_loyalists|tvod_to_svod_converters
SUB000656,ad_free,content_anchored_viewers,ad_tolerant_upgraders,deal_responsive_acquirers,content_anchored_viewers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000657,ad_free,dormant_subscribers,ad_tolerant_upgraders,tvod_to_svod_converters,dormant_subscribers|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000658,ad_supported,content_anchored_viewers,price_triggered_downgraders,tvod_to_svod_converters,content_anchored_viewers|price_triggered_downgraders|tvod_to_svod_converters
SUB000659,annual,dormant_subscribers,ad_tolerant_upgraders,tvod_to_svod_converters,dormant_subscribers|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000660,ad_free,content_anchored_viewers,tvod_inclined_buyers,deal_responsive_acquirers,content_anchored_viewers|tvod_inclined_buyers|deal_responsive_acquirers
SUB000661,annual,habitual_streamers,ad_tolerant_upgraders,platform_bundled_acquirers,habitual_streamers|ad_tolerant_upgraders|platform_bundled_acquirers
SUB000662,ad_supported,content_anchored_viewers,ad_value_seekers,content_triggered_buyers,content_anchored_viewers|ad_value_seekers|content_triggered_buyers
SUB000663,ad_free,dormant_subscribers,ad_tolerant_upgraders,platform_bundled_acquirers,dormant_subscribers|ad_tolerant_upgraders|platform_bundled_acquirers
SUB000664,ad_supported,dormant_subscribers,ad_value_seekers,value_perception_buyers,dormant_subscribers|ad_value_seekers|value_perception_buyers
SUB000665,ad_supported,at_risk_lapsers,ad_tolerant_upgraders,value_perception_buyers,at_risk_lapsers|ad_tolerant_upgraders|value_perception_buyers
SUB000666,ad_free,at_risk_lapsers,tvod_inclined_buyers,tvod_to_svod_converters,at_risk_lapsers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000667,ad_free,habitual_streamers,ad_tolerant_upgraders,platform_bundled_acquirers,habitual_streamers|ad_tolerant_upgraders|platform_bundled_acquirers
SUB000668,ad_free,promo_only_users,ad_tolerant_upgraders,tvod_to_svod_converters,promo_only_users|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000669,ad_free,at_risk_lapsers,ad_value_seekers,platform_bundled_acquirers,at_risk_lapsers|ad_value_seekers|platform_bundled_acquirers
SUB000670,annual,dormant_subscribers,price_triggered_downgraders,deal_responsive_acquirers,dormant_subscribers|price_triggered_downgraders|deal_responsive_acquirers
SUB000671,ad_free,dormant_subscribers,ad_free_loyalists,tvod_to_svod_converters,dormant_subscribers|ad_free_loyalists|tvod_to_svod_converters
SUB000672,annual,promo_only_users,ad_tolerant_upgraders,content_triggered_buyers,promo_only_users|ad_tolerant_upgraders|content_triggered_buyers
SUB000673,ad_supported,at_risk_lapsers,price_triggered_downgraders,content_triggered_buyers,at_risk_lapsers|price_triggered_downgraders|content_triggered_buyers
SUB000674,ad_free,promo_only_users,price_triggered_downgraders,content_triggered_buyers,promo_only_users|price_triggered_downgraders|content_triggered_buyers
SUB000675,ad_free,dormant_subscribers,ad_free_loyalists,deal_responsive_acquirers,dormant_subscribers|ad_free_loyalists|deal_responsive_acquirers
SUB000676,annual,content_anchored_viewers,tvod_inclined_buyers,tvod_to_svod_converters,content_anchored_viewers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000677,ad_free,content_anchored_viewers,ad_tolerant_upgraders,deal_responsive_acquirers,content_anchored_viewers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000678,annual,dormant_subscribers,tvod_inclined_buyers,content_triggered_buyers,dormant_subscribers|tvod_inclined_buyers|content_triggered_buyers
SUB000679,ad_supported,promo_only_users,tvod_inclined_buyers,value_perception_buyers,promo_only_users|tvod_inclined_buyers|value_perception_buyers
SUB000680,ad_free,promo_only_users,ad_free_loyalists,tvod_to_svod_converters,promo_only_users|ad_free_loyalists|tvod_to_svod_converters
SUB000681,ad_supported,habitual_streamers,ad_free_loyalists,deal_responsive_acquirers,habitual_streamers|ad_free_loyalists|deal_responsive_acquirers
SUB000682,annual,content_anchored_viewers,ad_value_seekers,tvod_to_svod_converters,content_anchored_viewers|ad_value_seekers|tvod_to_svod_converters
SUB000683,annual,dormant_subscribers,ad_free_loyalists,content_triggered_buyers,dormant_subscribers|ad_free_loyalists|content_triggered_buyers
SUB000684,ad_free,content_anchored_viewers,ad_tolerant_upgraders,deal_responsive_acquirers,content_anchored_viewers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000685,annual,at_risk_lapsers,price_triggered_downgraders,platform_bundled_acquirers,at_risk_lapsers|price_triggered_downgraders|platform_bundled_acquirers
SUB000686,annual,habitual_streamers,price_triggered_downgraders,platform_bundled_acquirers,habitual_streamers|price_triggered_downgraders|platform_bundled_acquirers
SUB000687,ad_free,habitual_streamers,ad_free_loyalists,tvod_to_svod_converters,habitual_streamers|ad_free_loyalists|tvod_to_svod_converters
SUB000688,ad_supported,at_risk_lapsers,tvod_inclined_buyers,value_perception_buyers,at_risk_lapsers|tvod_inclined_buyers|value_perception_buyers
SUB000689,annual,promo_only_users,price_triggered_downgraders,deal_responsive_acquirers,promo_only_users|price_triggered_downgraders|deal_responsive_acquirers
SUB000690,annual,content_anchored_viewers,tvod_inclined_buyers,tvod_to_svod_converters,content_anchored_viewers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000691,ad_free,promo_only_users,ad_tolerant_upgraders,content_triggered_buyers,promo_only_users|ad_tolerant_upgraders|content_triggered_buyers
SUB000692,annual,content_anchored_viewers,ad_value_seekers,content_triggered_buyers,content_anchored_viewers|ad_value_seekers|content_triggered_buyers
SUB000693,ad_supported,at_risk_lapsers,tvod_inclined_buyers,value_perception_buyers,at_risk_lapsers|tvod_inclined_buyers|value_perception_buyers
SUB000694,annual,content_anchored_viewers,tvod_inclined_buyers,tvod_to_svod_converters,content_anchored_viewers|tvod_inclined_buyers|tvod_to_svod_converters
SUB000695,annual,content_anchored_viewers,ad_value_seekers,tvod_to_svod_converters,content_anchored_viewers|ad_value_seekers|tvod_to_svod_converters
SUB000696,annual,dormant_subscribers,tvod_inclined_buyers,platform_bundled_acquirers,dormant_subscribers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000697,annual,dormant_subscribers,tvod_inclined_buyers,content_triggered_buyers,dormant_subscribers|tvod_inclined_buyers|content_triggered_buyers
SUB000698,ad_free,dormant_subscribers,tvod_inclined_buyers,deal_responsive_acquirers,dormant_subscribers|tvod_inclined_buyers|deal_responsive_acquirers
SUB000699,ad_supported,dormant_subscribers,tvod_inclined_buyers,platform_bundled_acquirers,dormant_subscribers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000700,annual,habitual_streamers,tvod_inclined_buyers,deal_responsive_acquirers,habitual_streamers|tvod_inclined_buyers|deal_responsive_acquirers
SUB000701,ad_free,at_risk_lapsers,ad_value_seekers,value_perception_buyers,at_risk_lapsers|ad_value_seekers|value_perception_buyers
SUB000702,ad_free,habitual_streamers,ad_tolerant_upgraders,deal_responsive_acquirers,habitual_streamers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000703,ad_supported,at_risk_lapsers,ad_tolerant_upgraders,tvod_to_svod_converters,at_risk_lapsers|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000704,ad_supported,habitual_streamers,ad_tolerant_upgraders,deal_responsive_acquirers,habitual_streamers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000705,annual,promo_only_users,price_triggered_downgraders,platform_bundled_acquirers,promo_only_users|price_triggered_downgraders|platform_bundled_acquirers
SUB000706,annual,at_risk_lapsers,ad_tolerant_upgraders,deal_responsive_acquirers,at_risk_lapsers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000707,annual,promo_only_users,ad_value_seekers,platform_bundled_acquirers,promo_only_users|ad_value_seekers|platform_bundled_acquirers
SUB000708,ad_supported,at_risk_lapsers,tvod_inclined_buyers,value_perception_buyers,at_risk_lapsers|tvod_inclined_buyers|value_perception_buyers
SUB000709,ad_free,habitual_streamers,tvod_inclined_buyers,deal_responsive_acquirers,habitual_streamers|tvod_inclined_buyers|deal_responsive_acquirers
SUB000710,ad_free,habitual_streamers,ad_value_seekers,tvod_to_svod_converters,habitual_streamers|ad_value_seekers|tvod_to_svod_converters
SUB000711,annual,at_risk_lapsers,ad_value_seekers,value_perception_buyers,at_risk_lapsers|ad_value_seekers|value_perception_buyers
SUB000712,ad_supported,promo_only_users,ad_value_seekers,platform_bundled_acquirers,promo_only_users|ad_value_seekers|platform_bundled_acquirers
SUB000713,annual,promo_only_users,ad_value_seekers,deal_responsive_acquirers,promo_only_users|ad_value_seekers|deal_responsive_acquirers
SUB000714,ad_free,content_anchored_viewers,tvod_inclined_buyers,value_perception_buyers,content_anchored_viewers|tvod_inclined_buyers|value_perception_buyers
SUB000715,ad_supported,at_risk_lapsers,ad_tolerant_upgraders,value_perception_buyers,at_risk_lapsers|ad_tolerant_upgraders|value_perception_buyers
SUB000716,ad_free,content_anchored_viewers,price_triggered_downgraders,content_triggered_buyers,content_anchored_viewers|price_triggered_downgraders|content_triggered_buyers
SUB000717,ad_supported,content_anchored_viewers,price_triggered_downgraders,platform_bundled_acquirers,content_anchored_viewers|price_triggered_downgraders|platform_bundled_acquirers
SUB000718,ad_free,at_risk_lapsers,ad_value_seekers,value_perception_buyers,at_risk_lapsers|ad_value_seekers|value_perception_buyers
SUB000719,ad_supported,content_anchored_viewers,ad_value_seekers,deal_responsive_acquirers,content_anchored_viewers|ad_value_seekers|deal_responsive_acquirers
SUB000720,ad_supported,at_risk_lapsers,ad_free_loyalists,content_triggered_buyers,at_risk_lapsers|ad_free_loyalists|content_triggered_buyers
SUB000721,ad_free,at_risk_lapsers,ad_tolerant_upgraders,tvod_to_svod_converters,at_risk_lapsers|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000722,annual,content_anchored_viewers,ad_value_seekers,value_perception_buyers,content_anchored_viewers|ad_value_seekers|value_perception_buyers
SUB000723,ad_free,at_risk_lapsers,tvod_inclined_buyers,platform_bundled_acquirers,at_risk_lapsers|tvod_inclined_buyers|platform_bundled_acquirers
SUB000724,annual,dormant_subscribers,ad_free_loyalists,tvod_to_svod_converters,dormant_subscribers|ad_free_loyalists|tvod_to_svod_converters
SUB000725,ad_free,at_risk_lapsers,ad_free_loyalists,tvod_to_svod_converters,at_risk_lapsers|ad_free_loyalists|tvod_to_svod_converters
SUB000726,ad_supported,content_anchored_viewers,ad_tolerant_upgraders,tvod_to_svod_converters,content_anchored_viewers|ad_tolerant_upgraders|tvod_to_svod_converters
SUB000727,annual,dormant_subscribers,price_triggered_downgraders,value_perception_buyers,dormant_subscribers|price_triggered_downgraders|value_perception_buyers
SUB000728,annual,promo_only_users,ad_tolerant_upgraders,content_triggered_buyers,promo_only_users|ad_tolerant_upgraders|content_triggered_buyers
SUB000729,ad_free,habitual_streamers,tvod_inclined_buyers,value_perception_buyers,habitual_streamers|tvod_inclined_buyers|value_perception_buyers
SUB000730,ad_supported,at_risk_lapsers,ad_free_loyalists,deal_responsive_acquirers,at_risk_lapsers|ad_free_loyalists|deal_responsive_acquirers
SUB000731,ad_supported,dormant_subscribers,ad_tolerant_upgraders,deal_responsive_acquirers,dormant_subscribers|ad_tolerant_upgraders|deal_responsive_acquirers
SUB000732,ad_free,promo_only_users,ad_tolerant_upgraders,tvod_to_svod_converters,promo_only_users|ad_tolerant_upgraders|tvod_to_svod_converters
